5.8,4,1.2,0.2,23.2,4.8,0.24,1.16,33.64,16,1.44,0.04000000000000001,1
5.7,4.4,1.5,0.4,25.08,6.600000000000001,0.6000000000000001,2.28,32.49,19.36,2.25,0.16,1
5.4,3.9,1.3,0.4,21.06,5.07,0.52,2.16,29.16,15.21,1.69,0.16,1
5.1,3.5,1.4,0.3,17.85,4.899999999999999,0.42,1.53,26.01,12.25,1.96,0.09,1
5.8,2.8,5.1,2.4,16.24,14.28,12.24,13.92,33.64,7.839999999999999,26.01,5.76,-1
6.4,3.2,5.3,2.3,20.48,16.96,12.19,14.72,40.96000000000001,10.24,28.09,5.289999999999999,-1
6.5,3,5.5,1.8,19.5,16.5,9.9,11.7,42.25,9,30.25,3.24,-1
7.7,3.8,6.7,2.2,29.26,25.46,14.74,16.94,59.29000000000001,14.44,44.89,4.840000000000001,-1
7.7,2.6,6.9,2.3,20.02,17.94,15.87,17.71,59.29000000000001,6.760000000000001,47.61000000000001,5.289999999999999,-1
6,2.2,5,1.5,13.2,11,7.5,9,36,4.840000000000001,25,2.25,-1
6.9,3.2,5.7,2.3,22.08,18.24,13.11,15.87,47.61000000000001,10.24,32.49,5.289999999999999,-1
5.6,2.8,4.9,2,15.68,13.72,9.800000000000001,11.2,31.36,7.839999999999999,24.01000000000001,4,-1
7.7,2.8,6.7,2,21.56,18.76,13.4,15.4,59.29000000000001,7.839999999999999,44.89,4,-1
6.3,2.7,4.9,1.8,17.01,13.23,8.82,11.34,39.69,7.290000000000001,24.01000000000001,3.24,-1
6.7,3.3,5.7,2.1,22.11,18.81,11.97,14.07,44.89,10.89,32.49,4.41,-1
7.2,3.2,6,1.8,23.04,19.2,10.8,12.96,51.84,10.24,36,3.24,-1
6.2,2.8,4.8,1.8,17.36,13.44,8.640000000000001,11.16,38.44,7.839999999999999,23.04,3.24,-1
6.1,3,4.9,1.8,18.3,14.7,8.82,10.98,37.20999999999999,9,24.01000000000001,3.24,-1
6.4,2.8,5.6,2.1,17.92,15.68,11.76,13.44,40.96000000000001,7.839999999999999,31.36,4.41,-1
5,3.4,1.5,0.2,17,5.1,0.3,1,25,11.56,2.25,0.04000000000000001,1
4.4,2.9,1.4,0.2,12.76,4.06,0.28,0.8800000000000001,19.36,8.41,1.96,0.04000000000000001,1
4.9,3.1,1.5,0.1,15.19,4.65,0.15,0.49,24.01000000000001,9.610000000000001,2.25,0.01,1
6.4,2.8,5.6,2.2,17.92,15.68,12.32,14.08,40.96000000000001,7.839999999999999,31.36,4.840000000000001,-1
6.3,2.8,5.1,1.5,17.64,14.28,7.649999999999999,9.449999999999999,39.69,7.839999999999999,26.01,2.25,-1
6.1,2.6,5.6,1.4,15.86,14.56,7.839999999999999,8.539999999999999,37.20999999999999,6.760000000000001,31.36,1.96,-1
5.3,3.7,1.5,0.2,19.61,5.550000000000001,0.3,1.06,28.09,13.69,2.25,0.04000000000000001,1
5,3.3,1.4,0.2,16.5,4.619999999999999,0.28,1,25,10.89,1.96,0.04000000000000001,1
7,3.2,4.7,1.4,22.4,15.04,6.58,9.799999999999999,49,10.24,22.09,1.96,-1
6.7,3.1,5.6,2.4,20.77,17.36,13.44,16.08,44.89,9.610000000000001,31.36,5.76,-1
6.9,3.1,5.1,2.3,21.39,15.81,11.73,15.87,47.61000000000001,9.610000000000001,26.01,5.289999999999999,-1
6.7,3.3,5.7,2.5,22.11,18.81,14.25,16.75,44.89,10.89,32.49,6.25,-1
4.7,3.2,1.6,0.2,15.04,5.120000000000001,0.3200000000000001,0.9400000000000001,22.09,10.24,2.56,0.04000000000000001,1
5.5,4.2,1.4,0.2,23.1,5.88,0.28,1.1,30.25,17.64,1.96,0.04000000000000001,1
4.9,3.1,1.5,0.1,15.19,4.65,0.15,0.49,24.01000000000001,9.610000000000001,2.25,0.01,1
6.7,3,5.2,2.3,20.1,15.6,11.96,15.41,44.89,9,27.04,5.289999999999999,-1
6.3,2.5,5,1.9,15.75,12.5,9.5,11.97,39.69,6.25,25,3.61,-1
6.5,3,5.2,2,19.5,15.6,10.4,13,42.25,9,27.04,4,-1
6.2,3.4,5.4,2.3,21.08,18.36,12.42,14.26,38.44,11.56,29.16,5.289999999999999,-1
5.9,3,5.1,1.8,17.7,15.3,9.18,10.62,34.81,9,26.01,3.24,-1
